analysis_version,source_model_version,reference_seed,comparison_scope,sport_family,horizon_seconds,metric,unit,internal_source,internal_mode,internal_estimate,internal_ci_low,internal_ci_high,external_source,external_mode,external_estimate,external_ci_low,external_ci_high,external_minus_internal,difference_ci_low,difference_ci_high,internal_users,external_users,internal_sessions,external_sessions,internal_origins,external_origins,bootstrap_replicates,bootstrap_unit,aggregation,post_cqr,causal_source_or_device_effect_claimed,user_level_conformal_guarantee_claimed
0.24.0,0.11.0,20260722,sport_matched,running,300,picp_90,proportion,Endomondo,unseen_user_zero_history,0.8902476119745486,0.8789106155026261,0.901650508327507,GoldenCheetah,forced_zero_history,0.8537137666993718,0.8199841910480912,0.8823412633531738,-0.03653384527517678,-0.07227156915253835,-0.005447251770731099,88,50,8431,3819,60542,34670,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,running,300,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,26.65873438885393,25.07147356367358,28.414389847821003,GoldenCheetah,forced_zero_history,30.516436928235958,28.746477915279375,32.55012871573806,3.8577025393820286,1.3695859741262522,6.416191112669964,88,50,8431,3819,60542,34670,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,running,300,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,4.084043946979016,3.7816339213867893,4.40196089877827,GoldenCheetah,forced_zero_history,5.505539008701313,4.781975700777215,6.3348842827827205,1.4214950617222968,0.6230098690558534,2.3084168026643237,88,50,8431,3819,60542,34670,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,equal_family_standardized,macro_average_three_families,300,picp_90,proportion,Endomondo,unseen_user_zero_history,0.8522839267388683,0.8052062126745992,0.8897718381797349,GoldenCheetah,forced_zero_history,0.8241706313362137,0.8031816222526063,0.8431031944551186,-0.028113295402654614,-0.07213522123996818,0.022033251325064687,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,equal_family_standardized,macro_average_three_families,300,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,34.93289206019449,33.00659411365232,37.02414923748846,GoldenCheetah,forced_zero_history,34.91347132973831,34.078823219055444,35.787827022088166,-0.019420730456182866,-2.254109609862543,2.0948654172815266,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,equal_family_standardized,macro_average_three_families,300,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,5.71861841838797,5.047089562941773,6.574058403694275,GoldenCheetah,forced_zero_history,6.600159757688284,6.071807097155832,7.19539304712819,0.8815413393003144,-0.11212370245631197,1.8001461935664738,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,endomondo_session_mix_standardized,three_families_weighted_to_endomondo_sessions,300,picp_90,proportion,Endomondo,unseen_user_zero_history,0.886011295674298,0.8713340526284323,0.8985846050372043,GoldenCheetah,forced_zero_history,0.8517755703391853,0.8315293780287848,0.8691090247030601,-0.034235725335112765,-0.05818867176250607,-0.011700186089292504,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,endomondo_session_mix_standardized,three_families_weighted_to_endomondo_sessions,300,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,33.21265402803129,32.08430078097932,34.39690575904401,GoldenCheetah,forced_zero_history,35.37386873383005,34.25317775741212,36.62459923145222,2.1612147057987627,0.557034049267402,3.8447712945110792,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,endomondo_session_mix_standardized,three_families_weighted_to_endomondo_sessions,300,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,5.002075568505885,4.714202145808409,5.315768035707481,GoldenCheetah,forced_zero_history,6.1149631795802115,5.660182295716951,6.626031155617858,1.1128876110743269,0.5580126486640169,1.6978308345069884,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,goldencheetah_session_mix_standardized,three_families_weighted_to_goldencheetah_sessions,300,picp_90,proportion,Endomondo,unseen_user_zero_history,0.8776002931720643,0.85149340914754,0.898416786533227,GoldenCheetah,forced_zero_history,0.8463933787975082,0.8367183081678716,0.8560674987284014,-0.03120691437455614,-0.05454935616054777,-0.003131700034325338,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,goldencheetah_session_mix_standardized,three_families_weighted_to_goldencheetah_sessions,300,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,39.86706272117679,38.6278863012514,41.12202810549779,GoldenCheetah,forced_zero_history,40.08711385897126,39.3748379533971,40.79475237758339,0.22005113779447072,-1.2305494694073507,1.6377580866470698,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,goldencheetah_session_mix_standardized,three_families_weighted_to_goldencheetah_sessions,300,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,5.994109209314094,5.564675030337582,6.497216377341104,GoldenCheetah,forced_zero_history,6.774713313153713,6.49996484011645,7.056313536969263,0.780604103839619,0.22226249804296702,1.298927125352958,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
